Summary,Issue key,Issue id,Parent id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Watchers,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Cloners),Outward issue link (Dependency),Outward issue link (Duplicate),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Mention),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Resolved Bugs/Defect),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (% Closed),Custom field (AE Name),Custom field (Acceptance Criteria),Custom field (Actions),Custom field (Actual Delivery Date),Custom field (Actual Start Date),Custom field (Agile Product Owner),Custom field (Agile QA Owner),Custom field (Aha! Reference),Custom field (Assigned Date),Custom field (Bug Triaged),Custom field (Campaign Overview),Custom field (Capitalizable),Custom field (Cart Click Thru URL),Custom field (Cart number),Custom field (Client Name),Custom field (Code Review Time),Custom field (CodeReview Owner),Custom field (Commercial Required?),Custom field (Conclusion),Custom field (Conclusion),Custom field (Content Schedule),Custom field (Copy),Custom field (Core message and specific copy:),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Country),Custom field (Creative Deliverables),Custom field (Deal Team),Custom field (Defect Found),Custom field (Design Due Date:),Custom field (Desktop CPM),Custom field (Desktop Click Thru URL),Custom field (Desktop impression goal),Custom field (Dev Hrs. Actual),Custom field (Dev Hrs. Estimate),Custom field (Dev Owner),Custom field (Device),Custom field (Display Description),Custom field (Display Name),Custom field (Due Date w/time),Custom field (End Date),Custom field (End Date w/time),Custom field (Environment Tested),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Revenue),Custom field (Flagged),Custom field (Flight End Date),Custom field (Flight Start Date),Custom field (Go Live),Custom field (Homepage takeover date),Custom field (If Commercial Required),"Custom field (If For Print, Color or Black/White?)",Custom field (If Logo Requested),Custom field (If Sponsored),Custom field (If sweepers/liners required),Custom field (Impact Statement),Custom field (Impacted Items),Custom field (Is this for Print or Web?),Custom field (Live Date),Custom field (Local or National),Custom field (Logo Requested),Custom field (Market),Custom field (Mobile CPM),Custom field (Mobile Click Thru URL),Custom field (Mobile impression goal),Custom field (Notes),Custom field (OS),Custom field (Official Contest Rules),Custom field (Owner),Custom field (PA#),Custom field (Page created?),Custom field (Preroll CPM),Custom field (Preroll Click Thru URL),Custom field (Preroll impression goal),Custom field (Primary Genre),Custom field (Primary Keyword),Custom field (Project Notes),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Release Date),Custom field (Requested Delivery Date),Custom field (Requested Placement - Specify),Custom field (Review Notes),Custom field (Risk Level),Custom field (Secondary Genre),Custom field (Send to Print Date:),Custom field (Severity Level),Custom field (Specific PMS colors to use?),Sprint,Sprint,Sprint,Sprint,Sprint,Sprint,Custom field (Start Date),Custom field (Start Date w/time),Custom field (Station Sponsored?),Custom field (Station Type),Custom field (Station(s) - Specify),Custom field (Steps to Reproduce),Custom field (Story Points),Custom field (Sweepers/Liners Required?),Custom field (Temporary or Permanent),Custom field (TestEng Hrs. Actual),Custom field (TestEng Hrs. Estimate),Custom field (TestEng Owner),Custom field (TestEng Required),Custom field (Testing Notes),Custom field (Testing Points),Custom field (Timeframe),Custom field (URL),Custom field (UXD Sizing),Custom field (Web Bug Prevention strategy),Custom field (What are the dimensions?),Custom field (What is the goal of this piece?),Custom field (What is the tone?),Custom field (What was changed?),Custom field (Who is the audience?),Custom field (git pull request url),Custom field (git sha1),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
Split out KML file locations to bucket and file name,AR-3989,616794,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,12/Apr/18 8:21 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,12/Apr/18 8:54 AM,,2018.10.9 - Streams,,Streams,,,,0,,,,Since files are behind an auth gate and url to a file doesn't work as well as splitting the location into bucket and file name. That way AMP can use the sdk to authenticate and retrieve the file as needed.,,amamut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bucket and file name are in KML API,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxz4f:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,12/Apr/18 8:31 AM;amamut;[~1114464] please confirm API.,12/Apr/18 8:54 AM;amamut;[~1114464] confirmed that api response is satisfactory over hipchat.,,,,,,,,,,,,,,,,,,,,
[A/B admin UI] new optional string field for Abtest,AR-3988,616749,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1113313,1110604,1110604,11/Apr/18 2:16 PM,27/Jun/18 12:13 PM,03/May/19 9:49 AM,22/Jun/18 12:47 PM,,2018.6.26,,AB Tester,,,,0,,,,"field name is: alternativeIdName, value is String type. 
This is an optional field. The label should be ""Alternative ID""
",,1110604,1113313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"user should be able to enter an optional string field labeled ""Alternative ID"" when creating/ replacing a test. ",,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26/Jun/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxytb:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_13_Marvin,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"19/Jun/18 10:21 AM;1113313;[~1110604] This is now up on stage, how does it look to you? http://abtest.radioedit.ihrint.com/",21/Jun/18 11:51 AM;1110604;looking good to me. ,,,,,,,,,,,,,,,,,,,,
"Rename ""Sponsor Content"" to ""Branded Content""",AR-3987,616746,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1110204,1110204,11/Apr/18 2:08 PM,07/May/18 11:49 AM,03/May/19 9:49 AM,13/Apr/18 9:42 AM,,2018.4.17,,Content Tool,,,,0,,,,this crap again,,1110204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rename ""Sponsor Content"" to ""Branded Content""",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/Apr/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxvfz:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Do not de-dupe content from different XML feeds based on slug,AR-3986,616734,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,1110204,1110204,11/Apr/18 1:13 PM,20/Mar/19 1:56 PM,03/May/19 9:49 AM,19/Apr/18 1:49 PM,,2018.4.24,,XML Ingest,,,,0,,,,"De-duping content is causing an issue for stations that rely on xml ingestion to send content to radioedit, but may contain duplicate articles across feeds. (i.e. canada)",,1110204,ccrnyc1rar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1. Do not de-dupe content from different feeds based on slug.
2. Prefix or Affix text (Feed Name from XML Config) onto the slug generated from all ingested feeds to make them unique per feed.
3. Publish all content from all feeds into pubsub.",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24/Apr/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz85tj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_9_IBIS,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,"19/Apr/18 1:48 PM;1110204;Confirmed on Stage:

Same article ingested from 2 unique canada feeds. Slug was appended with the feed name of each (canada1, canada2)

http://content.radioedit.ihrint.com/#/edit/5ad8cd70c9378c5e13419e50?from_list=network

http://content.radioedit.ihrint.com/#/edit/5ad8d0f4c9378c5e13419e64?from_list=network

Both articles were published via different targeting for 2 sites","19/Apr/18 1:49 PM;1110204;[~ccrnyc1rar] If you need to advise Canada, this will be released on the 24th.","19/Apr/18 10:45 PM;ccrnyc1rar;Yes, thank you!",,,,,,,,,,,,,,,,,,,
Stop using non-asset tool hosted images as primary image,AR-3982,616730,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,1110204,1110204,11/Apr/18 1:00 PM,22/May/18 8:31 AM,03/May/19 9:49 AM,02/May/18 3:05 PM,,2018.5.8,,Content Tool,,,,0,,,,Stop using non-asset tool hosted images inside of the automatic thumbnail picker and for manual selection of the primary image.,,1110204,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Primary images pulled from embeds (youtube, IG, etc) should use native url and not be served through mediaserver",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08/May/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz7m5b:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,RadioEdit_9_IBIS,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,30/Apr/18 10:46 AM;ccrnyc2msw;Discussed with the stakeholders and Trey - the 3rd party thumbnail sourced from oEmbed should be passed through to the client and not run through MediaServer.,,,,,,,,,,,,,,,,,,,,,
Add opacity function to mediaserver,AR-3981,616716,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,gvilches,gvilches,gvilches,11/Apr/18 11:33 AM,12/Apr/18 9:10 AM,03/May/19 9:49 AM,12/Apr/18 9:10 AM,,,,,,,,0,,,,"Add function to mediaserver that allows you to set the value of the opacity channel of the current wand, and applies to all current pixels.",,1115091,gvilches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/Apr/18 12:20 PM;1115091;Playlist Art Specs.png;https://jira.ihrint.com/secure/attachment/156041/Playlist+Art+Specs.png,11/Apr/18 12:20 PM;1115091;Steps to Reproduce.png;https://jira.ihrint.com/secure/attachment/156042/Steps+to+Reproduce.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzxypr:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11/Apr/18 12:20 PM;1115091;Added updated specs, let me know if theres any questions/concerns!
",11/Apr/18 6:22 PM;gvilches;This has been deployed in staging and is ready for review.,,,,,,,,,,,,,,,,,,,,
Normal Shows in CORE with Notes are Being Skipped,AR-3980,616701,,Bug,Submitted,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,,,ccrnyc2msw,ccrnyc2msw,11/Apr/18 10:32 AM,06/Aug/18 2:03 PM,03/May/19 9:49 AM,,,,,Site Manager Data Utils,,,,0,,,,"Reported by KRPC-AM - the show they had on at 3PM Sundays was being omitted from the schedule... based on working with the CORE team, they believe that because this show had a value in the Notes field.  They've blanked the notes field and expect the show to appear the next time the .dat file is generated, but we should see if there's an issue in the way the dat files are being processed.

The notes field should only be checked if the show type is brokered or public service... else it should be ignored and the show processed as usual.",,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hzxyo7:,9223372036854775807,,,,,,,,Severity 4:  Low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove multi-query feature of collection blocks,AR-3979,616611,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,tterry,tterry,tterry,10/Apr/18 1:13 PM,07/Jun/18 12:38 PM,03/May/19 9:49 AM,02/May/18 11:05 AM,,2018.5.22,,FiRE,Site Manager,,,0,,,,"Multi-query was intended for sites to put additional content ""below the fold"" in the earlier today block. Only three sites use this. 23 other sites have added additional queries to the trending block where it would have been better to just use multiple topics in a single query. We don't need the complication of this feature for just three sites. Remove the multiple queries and migration existing multiple queries into a single query.",,tterry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22/May/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxv27:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_9_IBIS,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lookup failures should be handled appropriately,AR-3978,616566,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,mbrown,mbrown,09/Apr/18 5:35 PM,23/Jul/18 1:21 PM,03/May/19 9:49 AM,13/Apr/18 9:58 AM,,2018.7.10,,Site Manager,,,,0,,,,"In REST calls, a failed lookup should result in a 404. In RPC calls, the error should be of the type that the proto middleware understands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxxqn:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Re-add simple reach fields to site partners page in site manager refactor,AR-3977,616559,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,aroberts,aroberts,aroberts,09/Apr/18 4:24 PM,23/Jul/18 1:21 PM,03/May/19 9:49 AM,26/Apr/18 11:51 AM,,2018.7.10,,Site Manager,,,,0,,,,,,aroberts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz7m53:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,RadioEdit_9_IBIS,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
There are some type discrepancies between FiRE and SM,AR-3976,616540,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,mbrown,mbrown,09/Apr/18 3:26 PM,23/Jul/18 1:25 PM,03/May/19 9:49 AM,13/Apr/18 9:58 AM,,2018.7.10,,Site Manager,,,,0,,,,"Getting errors in FiRE because the defaults SM is filling don't match the expected types. e.g.:

{{""partners"": {
        ""aptivada_switch"": false,
        ""format"": ""ROCKALTERNATIVE"",
        ""national_programming_switch"": true,
        ""perfect_pixel_switch"": true,
        ""traffic_market"": ""WAXQ-FM"",
        ""tynt_switch"": true,
        ""ihr_playlist_max"": ""20"",
        ""ldr_key_id"": ""waxq"",
        ""traffic_zoom"": """",
        ""ldr_switch"": true,
        ""ihr_stream"": null,
        ""google_pronouncer"": ""94.6 Mike FM ROCKS"",
        ""alexa_pronouncer"": ""94.6 Mike FM ROCKS"",
        ""stream_id"": """",
        ""exacttarget_switch"": false,
        ""exacttarget_business_unit_id"": """",
        ""ihr_on_demand"": """",
        ""iheartradio_switch"": false}}

{{ValidationError url=http://site-manager.dev-radioedit.ihrint.com/api/v1/config e={'config': {'partners': {'ihr_on_demand': ['Not a valid boolean.'], 'traffic_zoom': ['Not a valid integer.'], 'stream_id': ['Not a valid integer.']}}}}}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxxmn:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"09/Apr/18 3:31 PM;mbrown;Note, this appears to (or may) have happened by saving the partners page after adding a stream. Check for console errors",,,,,,,,,,,,,,,,,,,,,
WebAPI redirects should be case insensitive,AR-3975,616534,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1119767,1110204,1110204,09/Apr/18 3:08 PM,07/May/18 11:49 AM,03/May/19 9:49 AM,16/Apr/18 10:17 AM,,2018.4.17,,WebApi,,,,0,,,,"As the web client, I want to get valid redirects from webapi regardless of case sensitivity or trailing slash of the path submitted in my query",,1110204,1116329,1119767,,,,,,,,,,,,,,WEB-11292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Query is case insensitive
Normalize the redirects set up in site manager, and show the match for both / and non-trailing / 


",,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3907,,,,,,,,,,,,,,,,,17/Apr/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxxlj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,"10/Apr/18 3:35 PM;1119767;Some queries that should return data:

{code}
{
  site(select: {slug: ""ihm-ip""}) {
    redirect(path: ""/risingstar/"")
  }
}

{
  site(select: {slug: ""ihm-ip""}) {
    redirect(path: ""/live/north-pole-radio-6734"")
  }
}
{code}",16/Apr/18 9:19 AM;1116329;Looks like it's working! Thanks everyone!,,,,,,,,,,,,,,,,,,,,
Error while querying a parent index via REST,AR-3973,616525,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,mbrown,mbrown,09/Apr/18 1:23 PM,23/Jul/18 1:25 PM,03/May/19 9:49 AM,13/Apr/18 9:57 AM,,2018.7.10,,Site Manager,,,,0,,,,"Preview's broken in dev because it's trying to load the master site config, and SM is trying to load a non-existent parent.

http://site-manager.dev-radioedit.ihrint.com/api/v1/config?hostname=[preview]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxxjj:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limit genre locales to non selected locales,AR-3972,616499,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,09/Apr/18 9:57 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,17/Apr/18 4:26 PM,,2018.10.9 - Streams,,Streams,,,,0,,,,Create a service to limit the available locales in genres to those that haven't been selected for that genre and image type.,,amamut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxz4n:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retain list filters when returning to list view,AR-3971,616382,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,1110204,1110204,06/Apr/18 10:34 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,03/Jul/18 10:03 AM,,2018.10.9 - Streams,,Streams,,,,0,,,,Filters applied to a list are not retained when a user clicks back to the list from stream detail view.,,1110204,1119007,ccrnyc2msw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Users returning to list view should see the last filtered state they navigated from,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hz7md3:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_14_Neuromancer,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,27/Jun/18 2:38 PM;ccrnyc2msw;This is a regression from SMT3.  Fix for MVP.  ,"03/Jul/18 9:26 AM;ccrnyc2msw;Tested on stage.  Confirmed that when I use a filter in the stream list to locate a station and go into an individual station detail page, when I both click the back to list link or use my browser's back button that I am taken back to the filtered view.

[~1119007], would you like to give this a final review?",03/Jul/18 9:32 AM;1119007;Confirming this is working. Thanks!,,,,,,,,,,,,,,,,,,,
Station KML API,AR-3970,616378,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,1110204,06/Apr/18 10:29 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,04/May/18 9:17 AM,,2018.10.9 - Streams,,Streams,,,,0,,,,Exposed ingested KML with API for all stations linking to another api to fetch every stations KML file.,,1110204,,,,,,,,,,,,,,,,,,,,,,,,,,AR-3951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzy5ef:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_10_Jarvis,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Support for 3 Character Band,AR-3969,616377,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,1110204,1110204,06/Apr/18 10:28 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,04/May/18 9:17 AM,,2018.10.9 - Streams,,Streams,,,,0,,,,New SMT needs to support the recent addition of HD# bands that contain 3 characters,,1110204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Band Supports up to 3 alphanumeric characters, ",,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzy5e7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_10_Jarvis,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Remove dead/unused JS and refactor to reduce bundle size,AR-3968,616314,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,1120341,tterry,tterry,05/Apr/18 11:29 AM,07/May/18 11:49 AM,03/May/19 9:49 AM,10/Apr/18 9:47 AM,,2018.4.17,,FiRE,,,,0,,,,"Remove dead/unused JS.
Refactor remaining code to remove jQuery and other large 3rd party packages.",,tterry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17/Apr/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxwkn:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Create Quick Add Button,AR-3967,616297,,Story,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,amamut,amamut,amamut,05/Apr/18 10:51 AM,19/Oct/18 2:40 PM,03/May/19 9:49 AM,13/Apr/18 3:01 PM,,2018.10.9 - Streams,,Streams,,,,0,,,,"We need the ability add a stream to provision the stream id when none of the stream data is available. Create a quick add button which takes in the following data:
# Provider
# Call Sign
# Band
# Origin Market",,amamut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ability to create a stream with no data,,,,,,,,,,Capitalizable,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3378,,,,,,,,,,,,,,,,,09/Oct/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxvg7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Found some blank redirects on MIKE-DV,AR-3966,616292,,Bug,Completed,AR,Agile Radioedit,software,howella,,,Px - Unprioritized,Completed,mbrown,tterry,tterry,05/Apr/18 10:30 AM,23/Jul/18 1:21 PM,03/May/19 9:49 AM,13/Apr/18 9:57 AM,,2018.7.10,,Site Manager,,,,0,,,,There were some blank redirects on MIKE-DV in dev. I removed them before I realized they could be related to a bug in the site manager migration. Need to investigate how they got there.,,tterry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,US,,,,,,,,,,,,,,,,,,,,,,,AR-3913,,,,,,,,,,,,,,,,,10/Jul/18 12:00 AM,,,,,,,,,,,,,,,,,,,1|hzxwi7:,9223372036854775807,,,,,,,,Severity 4:  Low,,RadioEdit_8_HAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
